quiz_id,item_key,label,answer,category,accept,extra_json,explanation
"sekai-isan","q-49","次の説明にあてはまる世界遺産は？
「女人禁制で知られる、海の正倉院とも呼ばれる島を含む遺産」","「神宿る島」宗像・沖ノ島と関連遺産群","文化遺産","宗像・沖ノ島|神宿る島 宗像・沖ノ島と関連遺産群","{""year"":2017}",""
"sekai-isan","q-50","「「神宿る島」宗像・沖ノ島と関連遺産群」の所在都道府県を1つ答えなさい。","福岡県","文化遺産","","",""
"sekai-isan","q-51","「「神宿る島」宗像・沖ノ島と関連遺産群」は文化遺産・自然遺産のどちらに分類される？","文化遺産","文化遺産","","",""
"sekai-isan","q-52","次の説明にあてはまる世界遺産は？
「禁教期にひそかに信仰を続けた人々に関わる教会・集落群」","長崎と天草地方の潜伏キリシタン関連遺産","文化遺産","","{""year"":2018}",""
"sekai-isan","q-53","「長崎と天草地方の潜伏キリシタン関連遺産」の所在都道府県を1つ答えなさい。","長崎県","文化遺産","熊本県","",""
"sekai-isan","q-54","「長崎と天草地方の潜伏キリシタン関連遺産」は文化遺産・自然遺産のどちらに分類される？","文化遺産","文化遺産","","",""
"sekai-isan","q-55","次の説明にあてはまる世界遺産は？
「仁徳天皇陵古墳を含む、日本最大級の前方後円墳が集まる古墳群」","百舌鳥・古市古墳群","文化遺産","","{""year"":2019}",""
"sekai-isan","q-56","「百舌鳥・古市古墳群」の所在都道府県を1つ答えなさい。","大阪府","文化遺産","","",""
"sekai-isan","q-57","「百舌鳥・古市古墳群」は文化遺産・自然遺産のどちらに分類される？","文化遺産","文化遺産","","",""
"sekai-isan","q-58","次の説明にあてはまる世界遺産は？
「三内丸山遺跡など、狩猟採集による定住生活を示す縄文時代の遺跡群」","北海道・北東北の縄文遺跡群","文化遺産","","{""year"":2021}",""
"sekai-isan","q-59","「北海道・北東北の縄文遺跡群」の所在都道府県を1つ答えなさい。","北海道","文化遺産","青森県|岩手県|秋田県","",""
"sekai-isan","q-60","「北海道・北東北の縄文遺跡群」は文化遺産・自然遺産のどちらに分類される？","文化遺産","文化遺産","","",""
"sekai-isan","q-61","次の説明にあてはまる世界遺産は？
「江戸時代に日本最大の産出量を誇った、手作業による採掘技術が評価された金山」","佐渡島の金山","文化遺産","","{""year"":2024}",""
"sekai-isan","q-62","「佐渡島の金山」の所在都道府県を1つ答えなさい。","新潟県","文化遺産","","",""
"sekai-isan","q-63","「佐渡島の金山」は文化遺産・自然遺産のどちらに分類される？","文化遺産","文化遺産","","",""
"sekai-isan","q-64","次の説明にあてはまる世界遺産は？
「樹齢数千年ともいわれる屋久杉で知られる、亜熱帯から亜寒帯までの植生が分布する島」","屋久島","自然遺産","","{""year"":1993}",""
"sekai-isan","q-65","「屋久島」の所在都道府県を1つ答えなさい。","鹿児島県","自然遺産","","",""
"sekai-isan","q-66","「屋久島」は文化遺産・自然遺産のどちらに分類される？","自然遺産","自然遺産","","",""
"sekai-isan","q-67","次の説明にあてはまる世界遺産は？
「世界最大級のブナの原生林が広がる山地」","白神山地","自然遺産","","{""year"":1993}",""
"sekai-isan","q-68","「白神山地」の所在都道府県を1つ答えなさい。","青森県","自然遺産","秋田県","",""
"sekai-isan","q-69","「白神山地」は文化遺産・自然遺産のどちらに分類される？","自然遺産","自然遺産","","",""
"sekai-isan","q-70","次の説明にあてはまる世界遺産は？
「流氷が育む豊かな生態系と、ヒグマなど野生動物の宝庫として知られる半島」","知床","自然遺産","","{""year"":2005}",""
"sekai-isan","q-71","「知床」の所在都道府県を1つ答えなさい。","北海道","自然遺産","","",""
"sekai-isan","q-72","「知床」は文化遺産・自然遺産のどちらに分類される？","自然遺産","自然遺産","","",""
"sekai-isan","q-73","次の説明にあてはまる世界遺産は？
「独自の進化を遂げた生物が多く、「東洋のガラパゴス」とも呼ばれる諸島」","小笠原諸島","自然遺産","","{""year"":2011}",""
"sekai-isan","q-74","「小笠原諸島」の所在都道府県を1つ答えなさい。","東京都","自然遺産","","",""
"sekai-isan","q-75","「小笠原諸島」は文化遺産・自然遺産のどちらに分類される？","自然遺産","自然遺産","","",""
"sekai-isan","q-76","次の説明にあてはまる世界遺産は？
「アマミノクロウサギやヤンバルクイナなど、固有種の宝庫となっている島々」","奄美大島、徳之島、沖縄島北部及び西表島","自然遺産","奄美・沖縄|奄美大島と沖縄島|奄美大島","{""year"":2021}",""
"sekai-isan","q-77","「奄美大島、徳之島、沖縄島北部及び西表島」の所在都道府県を1つ答えなさい。","鹿児島県","自然遺産","沖縄県","",""
"sekai-isan","q-78","「奄美大島、徳之島、沖縄島北部及び西表島」は文化遺産・自然遺産のどちらに分類される？","自然遺産","自然遺産","","",""
