quiz_id,item_key,label,answer,category,extra_json
"nihon-chiri","tokusanhin-21","「灘の酒」は、どこの都道府県の特産品として知られる日本酒か。","兵庫県","tokusanhin","{""type"":""特産品""}"
"nihon-chiri","tokusanhin-22","「有松絞り」は、どこの都道府県の伝統的工芸品として知られているか。","愛知県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-23","「美濃和紙」は、どこの都道府県の伝統的工芸品として知られているか。","岐阜県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-24","「伊賀焼」は、どこの都道府県の伝統的工芸品として知られているか。","三重県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-25","「笠間焼」は、どこの都道府県の伝統的工芸品として知られているか。","茨城県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-26","「益子焼」は、どこの都道府県の伝統的工芸品として知られているか。","栃木県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-27","「岩槻の雛人形」は、どこの都道府県の伝統的工芸品として知られているか。","埼玉県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-28","「鎌倉彫」は、どこの都道府県の伝統的工芸品として知られているか。","神奈川県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-29","「焼津のかつお節」は、どこの都道府県の特産品として知られているか。","静岡県","tokusanhin","{""type"":""特産品""}"
"nihon-chiri","tokusanhin-30","「萩焼」は、どこの都道府県の伝統的工芸品として知られているか。","山口県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-31","「堺打刃物」は、どこの都道府県の伝統的工芸品として知られているか。","大阪府","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-32","「奈良筆・奈良墨」は、どこの都道府県の伝統的工芸品として知られているか。","奈良県","tokusanhin","{""type"":""伝統工芸""}"
"nihon-chiri","tokusanhin-33","「桜島大根」は、どこの都道府県の特産品として知られているか。","鹿児島県","tokusanhin","{""type"":""特産品""}"
"nihon-chiri","tokusanhin-34","「黒糖」は、さとうきびを原料としてどこの都道府県で特に多くつくられているか。","沖縄県","tokusanhin","{""type"":""特産品""}"
"nihon-chiri","tokusanhin-35","「小豆島のオリーブ」は、どこの都道府県の特産品として知られているか。","香川県","tokusanhin","{""type"":""特産品""}"
"nihon-chiri","tokusanhin-36","「鳴門わかめ」は、どこの都道府県の特産品として知られているか。","徳島県","tokusanhin","{""type"":""特産品""}"
