quiz_id,item_key,label,answer,category,extra_json
rekishi,muromachi,室町幕府,室町幕府,中世,"{""hint"":""1338年、足利尊氏が征夷大将軍となって開いた幕府"",""year"":1338,""person"":""足利尊氏"",""achievement"":""征夷大将軍となり、京都に室町幕府を開いた""}"
rekishi,kango,勘合貿易,勘合貿易,中世,"{""hint"":""1404年に始まった明との貿易。倭寇と区別するために合い札を用いた"",""year"":1404,""person"":""足利義満"",""achievement"":""南北朝を統一し、明と勘合貿易を始めた。金閣を建てた""}"
rekishi,kinkaku,金閣,金閣,中世,"{""hint"":""足利義満が京都の北山に建てた、公家と武家の文化が混じった建物""}"
rekishi,ginkaku,銀閣,銀閣,中世,"{""hint"":""足利義政が京都の東山に建てた建物。書院造が用いられている"",""person"":""足利義政"",""achievement"":""東山に銀閣を建てた。その後継ぎ争いが応仁の乱の原因となった""}"
rekishi,onin,応仁の乱,応仁の乱,中世,"{""hint"":""1467年から11年続いた戦乱。京都が荒れ、戦国時代が始まるきっかけとなった"",""year"":1467}"
rekishi,teppo,鉄砲の伝来,鉄砲の伝来,中世,"{""hint"":""1543年、種子島に流れ着いたポルトガル人によって伝えられた"",""year"":1543}"
rekishi,kirisutokyo,キリスト教の伝来,キリスト教の伝来,中世,"{""hint"":""1549年、鹿児島に上陸した宣教師によって伝えられた"",""year"":1549,""person"":""フランシスコ・ザビエル"",""achievement"":""1549年に鹿児島に来て、日本にキリスト教を伝えた""}"
rekishi,okehazama,桶狭間の戦い,桶狭間の戦い,近世,"{""hint"":""1560年、織田信長が今川義元を破った戦い"",""year"":1560}"
rekishi,nagashino,長篠の戦い,長篠の戦い,近世,"{""hint"":""1575年、織田・徳川の連合軍が鉄砲を大量に使って武田軍を破った戦い"",""year"":1575,""person"":""織田信長"",""achievement"":""楽市・楽座や関所の廃止を行い、長篠の戦いで鉄砲を活用した""}"
rekishi,honnoji,本能寺の変,本能寺の変,近世,"{""hint"":""1582年、明智光秀にそむかれて織田信長が自害した事件"",""year"":1582}"
rekishi,kenchi,太閤検地,太閤検地,近世,"{""hint"":""全国の田畑の面積と収穫高を調べ、年貢を確実に取るために行われた土地の調査"",""person"":""豊臣秀吉"",""achievement"":""太閤検地と刀狩を行い、兵農分離を進めて全国を統一した""}"
rekishi,katanagari,刀狩,刀狩,近世,"{""hint"":""1588年、百姓から武器を取り上げ、一揆を防ぐために行われた政策"",""year"":1588}"
rekishi,sekigahara,関ヶ原の戦い,関ヶ原の戦い,近世,"{""hint"":""1600年、徳川家康が石田三成らを破り、天下の実権をにぎった戦い"",""year"":1600}"
rekishi,edobakufu,江戸幕府,江戸幕府,近世,"{""hint"":""1603年、徳川家康が征夷大将軍となって開いた幕府"",""year"":1603,""person"":""徳川家康"",""achievement"":""関ヶ原の戦いに勝ち、江戸に幕府を開いた""}"
rekishi,bukeshohatto,武家諸法度,武家諸法度,近世,"{""hint"":""1615年に定められた、大名を統制するためのきまり"",""year"":1615}"
rekishi,sankinkotai,参勤交代,参勤交代,近世,"{""hint"":""1635年に制度化された、大名が1年おきに江戸と領地を行き来するきまり"",""year"":1635,""person"":""徳川家光"",""achievement"":""参勤交代を制度化し、鎖国を完成させた""}"
rekishi,shimabara,島原・天草一揆,島原・天草一揆,近世,"{""hint"":""1637年、重い年貢とキリスト教の弾圧に苦しむ人々が天草四郎を中心に起こした一揆"",""year"":1637}"
rekishi,sakoku,鎖国,鎖国,近世,"{""hint"":""1641年に完成した、貿易相手と場所を幕府が厳しく制限した体制。長崎の出島でオランダと中国のみ交易した"",""year"":1641}"
rekishi,kyoho,享保の改革,享保の改革,近世,"{""hint"":""1716年から始まった改革。目安箱の設置や公事方御定書の制定を行った"",""year"":1716,""person"":""徳川吉宗"",""achievement"":""享保の改革を行い、目安箱を設置した""}"
rekishi,kansei,寛政の改革,寛政の改革,近世,"{""hint"":""1787年から行われた改革。ききんに備えて米をたくわえさせ、質素倹約を命じた"",""year"":1787,""person"":""松平定信"",""achievement"":""寛政の改革を行った""}"
rekishi,tenpo,天保の改革,天保の改革,近世,"{""hint"":""1841年から行われた改革。株仲間の解散などを命じたが、2年余りで失敗した"",""year"":1841,""person"":""水野忠邦"",""achievement"":""天保の改革を行い、株仲間を解散させた""}"
rekishi,perry,ペリーの来航,ペリーの来航,近代,"{""hint"":""1853年、4隻の軍艦を率いて浦賀に来航し、日本に開国を求めたアメリカの使節"",""year"":1853,""person"":""ペリー"",""achievement"":""1853年に浦賀に来航し、日本に開国を求めた""}"
rekishi,washin,日米和親条約,日米和親条約,近代,"{""hint"":""1854年に結ばれ、下田と函館の2港を開いて日本が開国することになった条約"",""year"":1854}"
rekishi,shukotsusho,日米修好通商条約,日米修好通商条約,近代,"{""hint"":""1858年に結ばれた、領事裁判権を認め関税自主権がない不平等条約"",""year"":1858}"
rekishi,taiseihokan,大政奉還,大政奉還,近代,"{""hint"":""1867年、政権を朝廷に返した出来事。江戸幕府が終わった"",""year"":1867,""person"":""徳川慶喜"",""achievement"":""1867年に大政奉還を行い、政権を朝廷に返した""}"
rekishi,gokajo,五箇条の御誓文,五箇条の御誓文,近代,"{""hint"":""1868年、新政府が示した政治の基本方針"",""year"":1868}"
rekishi,haihan,廃藩置県,廃藩置県,近代,"{""hint"":""1871年、藩を廃止して県を置き、中央から府知事・県令を派遣した改革"",""year"":1871}"
rekishi,chiso,地租改正,地租改正,近代,"{""hint"":""1873年、土地の価格の3%を現金で納めさせるようにした改革。政府の収入を安定させた"",""year"":1873}"
rekishi,kenpo,大日本帝国憲法,大日本帝国憲法,近代,"{""hint"":""1889年に発布された、天皇が国を治める仕組みを定めた憲法。ドイツの憲法を参考にした"",""year"":1889,""person"":""伊藤博文"",""achievement"":""初代内閣総理大臣となり、大日本帝国憲法の作成を進めた""}"
rekishi,nisshin,日清戦争,日清戦争,近代,"{""hint"":""1894年に始まった清との戦争。勝利して下関条約で遼東半島や台湾を得た"",""year"":1894}"
rekishi,nichiro,日露戦争,日露戦争,近代,"{""hint"":""1904年に始まったロシアとの戦争。ポーツマス条約で講和したが賠償金は得られなかった"",""year"":1904}"
rekishi,kankoku,韓国併合,韓国併合,近代,"{""hint"":""1910年、日本が韓国を植民地とした出来事"",""year"":1910}"
rekishi,daiichiji,第一次世界大戦,第一次世界大戦,近代,"{""hint"":""1914年に始まった世界的な戦争。日本は日英同盟を理由に参戦した"",""year"":1914}"
rekishi,manshu,満州事変,満州事変,近代,"{""hint"":""1931年、南満州鉄道の爆破をきっかけに始まった軍事行動。翌年、満州国がつくられた"",""year"":1931}"
rekishi,nicchu,日中戦争,日中戦争,近代,"{""hint"":""1937年、北京郊外での衝突をきっかけに始まった中国との戦争"",""year"":1937}"
rekishi,taiheiyo,太平洋戦争,太平洋戦争,近代,"{""hint"":""1941年、ハワイの真珠湾への攻撃などによって始まった戦争"",""year"":1941}"
rekishi,potsdam,ポツダム宣言,ポツダム宣言,現代,"{""hint"":""1945年に受け入れて日本が降伏することになった、連合国からの宣言"",""year"":1945}"
rekishi,nihonkoku-kenpo,日本国憲法,日本国憲法,現代,"{""hint"":""1946年11月3日に公布され、翌年5月3日に施行された憲法。国民主権・基本的人権の尊重・平和主義を三原則とする"",""year"":1946}"
rekishi,sanfrancisco,サンフランシスコ平和条約,サンフランシスコ平和条約,現代,"{""hint"":""1951年に48か国と結ばれ、翌年日本が独立を回復した条約"",""year"":1951}"
rekishi,kokuren,国際連合への加盟,国際連合への加盟,現代,"{""hint"":""1956年、日ソ共同宣言によってソ連の反対がなくなり実現した"",""year"":1956}"
rekishi,tokyo-olympic,東京オリンピック,東京オリンピック,現代,"{""hint"":""1964年、アジアで初めて開かれた大会。東海道新幹線の開通など高度経済成長を象徴した"",""year"":1964}"
rekishi,okinawa,沖縄の返還,沖縄の返還,現代,"{""hint"":""1972年、アメリカの統治下から日本に復帰した出来事"",""year"":1972}"
