quiz_id,item_key,label,answer,category,extra_json
"nihon-chiri","todofuken-18","ここは日本海に面し、東尋坊と呼ばれる断崖で知られる。恐竜の化石の発掘地としても有名で、眼鏡フレームの生産量は全国一位である。これはどこの都道府県か。","福井県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-19","ここは内陸県で、富士山の北側に位置する。ぶどうとももの生産量がともに全国一位で、ワインの生産も盛んである。これはどこの都道府県か。","山梨県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-20","ここは内陸に位置し、海に面していない数少ない県の一つである。隣接する都道府県の数は全国で最も多い。中央部から南部にかけて日本アルプスと呼ばれる山脈が連なり、りんごやそばの産地としても知られる。これはどこの都道府県か。","長野県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-21","ここは内陸県で、北部の飛騨地方と南部の美濃地方に分かれる。世界遺産・白川郷の合掌造り集落があり、長良川の鵜飼でも知られる。これはどこの都道府県か。","岐阜県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-22","ここは太平洋に面し、富士山の南側に広がる。茶の生産量が全国有数で、うなぎの養殖地としても知られる。これはどこの都道府県か。","静岡県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-23","ここは濃尾平野の東部に位置し、太平洋に面する。自動車産業を中心とする日本最大級の工業地帯があり、製造品出荷額は全国トップクラスである。これはどこの都道府県か。","愛知県","todofuken","{""region"":""chubu""}"
"nihon-chiri","todofuken-24","ここは近畿地方に位置し、紀伊半島の東側を占める。伊勢神宮があり、英虞湾では真珠の養殖が盛んである。これはどこの都道府県か。","三重県","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-25","ここは近畿地方の内陸に位置し、日本最大の面積を持つ湖である琵琶湖がある。京都府・大阪府に隣接し、ベッドタウンとしても発展してきた。これはどこの都道府県か。","滋賀県","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-26","ここは近畿地方に位置し、かつて都が置かれていた地域である。清水寺や金閣寺など、世界遺産に登録された多くの社寺が残り、西陣織や京友禅などの伝統産業でも知られる。これはどこの都道府県か。","京都府","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-27","ここは近畿地方に位置し、西日本最大の商業都市を中心とする。都道府県の中で面積は香川県に次いで2番目に小さく、たこ焼きやお好み焼きなど「粉もん」文化で知られる。これはどこの都道府県か。","大阪府","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-28","ここは近畿地方に位置し、瀬戸内海と日本海の両方に面する数少ない県の一つである。世界遺産・姫路城があり、淡路島は玉ねぎの産地として知られる。これはどこの都道府県か。","兵庫県","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-29","ここは近畿地方の内陸県で、かつて平城京が置かれた。東大寺や法隆寺など世界遺産に登録された寺社が多く、鹿が生息する公園でも知られる。これはどこの都道府県か。","奈良県","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-30","ここは近畿地方に位置し、紀伊半島の南西部を占める。梅の生産量は全国一位で、世界遺産・熊野古道の一部を含む。これはどこの都道府県か。","和歌山県","todofuken","{""region"":""kinki""}"
"nihon-chiri","todofuken-31","ここは中国地方の日本海側に位置し、都道府県の中で人口が最も少ない。広大な砂丘が広がることで知られる。これはどこの都道府県か。","鳥取県","todofuken","{""region"":""chugoku""}"
"nihon-chiri","todofuken-32","ここは中国地方の日本海側に位置し、縁結びの神社として知られる出雲大社がある。世界遺産・石見銀山もこの県にある。これはどこの都道府県か。","島根県","todofuken","{""region"":""chugoku""}"
"nihon-chiri","todofuken-33","ここは中国地方に位置し、瀬戸内海に面する。桃やぶどう(マスカット)の産地として知られ、倉敷市児島地区は学生服やジーンズの生産地としても有名である。これはどこの都道府県か。","岡山県","todofuken","{""region"":""chugoku""}"
"nihon-chiri","todofuken-34","ここは中国地方に位置し、瀬戸内海に面する。原爆ドームと厳島神社という2つの世界遺産があり、かきの養殖生産量は全国一位である。これはどこの都道府県か。","広島県","todofuken","{""region"":""chugoku""}"
"nihon-chiri","todofuken-35","ここは本州最西端に位置し、瀬戸内海と日本海の両方に面する。関門海峡を挟んで九州と向かい合い、ふぐの水揚げで知られる。これはどこの都道府県か。","山口県","todofuken","{""region"":""chugoku""}"
"nihon-chiri","todofuken-36","ここは四国地方の東部に位置し、鳴門海峡の渦潮で知られる。阿波おどりが有名で、すだちの生産量は全国一位である。これはどこの都道府県か。","徳島県","todofuken","{""region"":""shikoku""}"
"nihon-chiri","todofuken-37","ここは四国地方に位置し、瀬戸内海に面する。対岸には本州がある。都道府県の中で面積が最も小さく、降水量が少ないためため池が数多くつくられてきた。うどんの生産・消費量で全国的に知られる。これはどこの都道府県か。","香川県","todofuken","{""region"":""shikoku""}"
"nihon-chiri","todofuken-38","ここは四国地方の北西部に位置し、瀬戸内海に面する。みかんの生産量が全国有数で、今治市はタオルの生産地として知られる。これはどこの都道府県か。","愛媛県","todofuken","{""region"":""shikoku""}"
"nihon-chiri","todofuken-39","ここは四国地方の太平洋側に位置する。なすやピーマンなどの促成栽培が盛んで、かつおの一本釣り漁でも知られる。これはどこの都道府県か。","高知県","todofuken","{""region"":""shikoku""}"
"nihon-chiri","todofuken-40","ここは九州地方の北部に位置し、人口・経済規模ともに九州で最大である。博多ラーメンや明太子で知られ、世界遺産・宗像大社沖ノ島を含む。これはどこの都道府県か。","福岡県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-41","ここは九州地方北部に位置し、有明海に面してのりの養殖が盛んである。有田焼・伊万里焼などの陶磁器の産地としても知られる。これはどこの都道府県か。","佐賀県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-42","ここは九州地方西部に位置し、離島の数が全国で最も多い。出島やカステラ・ちゃんぽんなど独自の文化で知られ、明治日本の産業革命遺産(軍艦島)を含む世界遺産がある。これはどこの都道府県か。","長崎県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-43","ここは九州地方の中央部に位置し、世界最大級のカルデラを持つ阿蘇山がある。畳表に使われるい草の生産量は全国一位である。これはどこの都道府県か。","熊本県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-44","ここは九州地方の北東部に位置し、太平洋に面する。温泉の源泉数・湧出量が全国一位で、かぼすの生産量も全国一位である。これはどこの都道府県か。","大分県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-45","ここは九州地方の南東部に位置し、太平洋に面する。温暖な気候を活かしたきゅうりやピーマンの促成栽培が盛んである。マンゴーの産地としても知られる。これはどこの都道府県か。","宮崎県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-46","ここは九州地方の最南端に位置し、今も活動を続ける桜島がある。さつまいもの生産量は全国一位で、世界遺産・屋久島を含む。これはどこの都道府県か。","鹿児島県","todofuken","{""region"":""kyushu-okinawa""}"
"nihon-chiri","todofuken-47","ここは日本最南端・最西端の島々からなり、亜熱帯の気候に属する。かつて琉球王国として独立した歴史を持ち、首里城跡などが世界遺産に登録されている。さとうきびの生産量は全国一位である。これはどこの都道府県か。","沖縄県","todofuken","{""region"":""kyushu-okinawa""}"
