quiz_id,item_key,label,answer,category,accept,extra_json
sekai-isan,石見銀山遺跡とその文化的景観,"次の説明にあてはまる世界遺産は？
「かつて世界有数の産出量を誇った、銀の採掘・精錬の遺跡」",石見銀山遺跡とその文化的景観,文化遺産,,"{""year"":2007}"
sekai-isan,石見銀山遺跡とその文化的景観-pref,「石見銀山遺跡とその文化的景観」の所在都道府県を1つ答えなさい。,島根県,文化遺産,,
sekai-isan,石見銀山遺跡とその文化的景観-type,「石見銀山遺跡とその文化的景観」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,平泉,"次の説明にあてはまる世界遺産は？
「中尊寺金色堂など、浄土思想を表す寺院・庭園群」",平泉,文化遺産,,"{""year"":2011}"
sekai-isan,平泉-pref,「平泉」の所在都道府県を1つ答えなさい。,岩手県,文化遺産,,
sekai-isan,平泉-type,「平泉」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,富士山,"次の説明にあてはまる世界遺産は？
「信仰の対象であり、多くの芸術作品の題材となった日本一の山」",富士山,文化遺産,,"{""year"":2013}"
sekai-isan,富士山-pref,「富士山」の所在都道府県を1つ答えなさい。,山梨県,文化遺産,静岡県,
sekai-isan,富士山-type,「富士山」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,富岡製糸場と絹産業遺産群,"次の説明にあてはまる世界遺産は？
「明治時代に建てられた、日本の近代製糸業を支えた工場」",富岡製糸場と絹産業遺産群,文化遺産,,"{""year"":2014}"
sekai-isan,富岡製糸場と絹産業遺産群-pref,「富岡製糸場と絹産業遺産群」の所在都道府県を1つ答えなさい。,群馬県,文化遺産,,
sekai-isan,富岡製糸場と絹産業遺産群-type,「富岡製糸場と絹産業遺産群」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,明治日本の産業革命遺産,"次の説明にあてはまる世界遺産は？
「製鉄・製鋼、造船、石炭産業に関する、幕末から明治期の産業施設群」",明治日本の産業革命遺産,文化遺産,,"{""year"":2015}"
sekai-isan,明治日本の産業革命遺産-pref,「明治日本の産業革命遺産」の所在都道府県を1つ答えなさい。,福岡県,文化遺産,佐賀県|長崎県|熊本県|鹿児島県|山口県|岩手県|静岡県,
sekai-isan,明治日本の産業革命遺産-type,「明治日本の産業革命遺産」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,ル・コルビュジエの建築作品,"次の説明にあてはまる世界遺産は？
「フランス人建築家が設計した、上野にある美術館を含む国際的な建築群」",ル・コルビュジエの建築作品,文化遺産,国立西洋美術館,"{""year"":2016}"
sekai-isan,ル・コルビュジエの建築作品-pref,「ル・コルビュジエの建築作品」の所在都道府県を1つ答えなさい。,東京都,文化遺産,,
sekai-isan,ル・コルビュジエの建築作品-type,「ル・コルビュジエの建築作品」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,「神宿る島」宗像・沖ノ島と関連遺産群,"次の説明にあてはまる世界遺産は？
「女人禁制で知られる、海の正倉院とも呼ばれる島を含む遺産」",「神宿る島」宗像・沖ノ島と関連遺産群,文化遺産,宗像・沖ノ島|神宿る島 宗像・沖ノ島と関連遺産群,"{""year"":2017}"
sekai-isan,「神宿る島」宗像・沖ノ島と関連遺産群-pref,「「神宿る島」宗像・沖ノ島と関連遺産群」の所在都道府県を1つ答えなさい。,福岡県,文化遺産,,
sekai-isan,「神宿る島」宗像・沖ノ島と関連遺産群-type,「「神宿る島」宗像・沖ノ島と関連遺産群」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,長崎と天草地方の潜伏キリシタン関連遺産,"次の説明にあてはまる世界遺産は？
「禁教期にひそかに信仰を続けた人々に関わる教会・集落群」",長崎と天草地方の潜伏キリシタン関連遺産,文化遺産,,"{""year"":2018}"
sekai-isan,長崎と天草地方の潜伏キリシタン関連遺産-pref,「長崎と天草地方の潜伏キリシタン関連遺産」の所在都道府県を1つ答えなさい。,長崎県,文化遺産,熊本県,
sekai-isan,長崎と天草地方の潜伏キリシタン関連遺産-type,「長崎と天草地方の潜伏キリシタン関連遺産」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,百舌鳥・古市古墳群,"次の説明にあてはまる世界遺産は？
「仁徳天皇陵古墳を含む、日本最大級の前方後円墳が集まる古墳群」",百舌鳥・古市古墳群,文化遺産,,"{""year"":2019}"
sekai-isan,百舌鳥・古市古墳群-pref,「百舌鳥・古市古墳群」の所在都道府県を1つ答えなさい。,大阪府,文化遺産,,
sekai-isan,百舌鳥・古市古墳群-type,「百舌鳥・古市古墳群」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,北海道・北東北の縄文遺跡群,"次の説明にあてはまる世界遺産は？
「三内丸山遺跡など、狩猟採集による定住生活を示す縄文時代の遺跡群」",北海道・北東北の縄文遺跡群,文化遺産,,"{""year"":2021}"
sekai-isan,北海道・北東北の縄文遺跡群-pref,「北海道・北東北の縄文遺跡群」の所在都道府県を1つ答えなさい。,北海道,文化遺産,青森県|岩手県|秋田県,
sekai-isan,北海道・北東北の縄文遺跡群-type,「北海道・北東北の縄文遺跡群」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,佐渡島の金山,"次の説明にあてはまる世界遺産は？
「江戸時代に日本最大の産出量を誇った、手作業による採掘技術が評価された金山」",佐渡島の金山,文化遺産,,"{""year"":2024}"
sekai-isan,佐渡島の金山-pref,「佐渡島の金山」の所在都道府県を1つ答えなさい。,新潟県,文化遺産,,
sekai-isan,佐渡島の金山-type,「佐渡島の金山」は文化遺産・自然遺産のどちらに分類される？,文化遺産,文化遺産,,
sekai-isan,屋久島,"次の説明にあてはまる世界遺産は？
「樹齢数千年ともいわれる屋久杉で知られる、亜熱帯から亜寒帯までの植生が分布する島」",屋久島,自然遺産,,"{""year"":1993}"
sekai-isan,屋久島-pref,「屋久島」の所在都道府県を1つ答えなさい。,鹿児島県,自然遺産,,
sekai-isan,屋久島-type,「屋久島」は文化遺産・自然遺産のどちらに分類される？,自然遺産,自然遺産,,
sekai-isan,白神山地,"次の説明にあてはまる世界遺産は？
「世界最大級のブナの原生林が広がる山地」",白神山地,自然遺産,,"{""year"":1993}"
sekai-isan,白神山地-pref,「白神山地」の所在都道府県を1つ答えなさい。,青森県,自然遺産,秋田県,
sekai-isan,白神山地-type,「白神山地」は文化遺産・自然遺産のどちらに分類される？,自然遺産,自然遺産,,
sekai-isan,知床,"次の説明にあてはまる世界遺産は？
「流氷が育む豊かな生態系と、ヒグマなど野生動物の宝庫として知られる半島」",知床,自然遺産,,"{""year"":2005}"
sekai-isan,知床-pref,「知床」の所在都道府県を1つ答えなさい。,北海道,自然遺産,,
sekai-isan,知床-type,「知床」は文化遺産・自然遺産のどちらに分類される？,自然遺産,自然遺産,,
sekai-isan,小笠原諸島,"次の説明にあてはまる世界遺産は？
「独自の進化を遂げた生物が多く、「東洋のガラパゴス」とも呼ばれる諸島」",小笠原諸島,自然遺産,,"{""year"":2011}"
sekai-isan,小笠原諸島-pref,「小笠原諸島」の所在都道府県を1つ答えなさい。,東京都,自然遺産,,
sekai-isan,小笠原諸島-type,「小笠原諸島」は文化遺産・自然遺産のどちらに分類される？,自然遺産,自然遺産,,
sekai-isan,奄美大島、徳之島、沖縄島北部及び西表島,"次の説明にあてはまる世界遺産は？
「アマミノクロウサギやヤンバルクイナなど、固有種の宝庫となっている島々」",奄美大島、徳之島、沖縄島北部及び西表島,自然遺産,奄美・沖縄|奄美大島と沖縄島|奄美大島,"{""year"":2021}"
sekai-isan,奄美大島、徳之島、沖縄島北部及び西表島-pref,「奄美大島、徳之島、沖縄島北部及び西表島」の所在都道府県を1つ答えなさい。,鹿児島県,自然遺産,沖縄県,
sekai-isan,奄美大島、徳之島、沖縄島北部及び西表島-type,「奄美大島、徳之島、沖縄島北部及び西表島」は文化遺産・自然遺産のどちらに分類される？,自然遺産,自然遺産,,
