quiz_id,item_key,label,answer,category,accept,extra_json,explanation
"rekishi-asuka","q-11","次の説明にあてはまる人物はだれか。
「中臣鎌足とともに蘇我氏を倒し、大化の改新を進めた」","中大兄皇子","古代","","",""
"rekishi-asuka","q-12","次の説明にあてはまる語句を答えなさい。
「天智天皇のあとつぎをめぐって起こった争い。勝った大海人皇子が天武天皇となった」","壬申の乱","古代","","",""
"rekishi-asuka","q-13","「壬申の乱」は西暦何年のことか。数字で答えなさい。","672","古代","672年","",""
"rekishi-asuka","q-14","次の説明にあてはまる語句を答えなさい。
「奈良盆地南部につくられた、日本で初めての本格的な都」","藤原京","古代","","",""
"rekishi-asuka","q-15","「藤原京」は西暦何年のことか。数字で答えなさい。","694","古代","694年","",""
"rekishi-asuka","q-16","次の説明にあてはまる語句を答えなさい。
「唐の律令にならってつくられた、律と令からなる国の基本法典」","大宝律令","古代","","",""
"rekishi-asuka","q-17","「大宝律令」は西暦何年のことか。数字で答えなさい。","701","古代","701年","",""
"rekishi-asuka","q-18","次の説明にあてはまる語句を答えなさい。
「6歳以上の男女に口分田を与え、死んだら国に返させた土地の制度」","班田収授法","古代","","",""
"rekishi-asuka","q-19","次の説明にあてはまる語句を答えなさい。
「班田収授法によって人々に分け与えられた土地」","口分田","古代","","",""
"rekishi-asuka","q-20","次の説明にあてはまる語句を答えなさい。
「律令制の税のうち、収穫した稲の約3%を納めるもの」","租","古代","","",""
"rekishi-asuka","q-21","次の説明にあてはまる語句を答えなさい。
「律令制の税のうち、絹や糸、地方の特産物を都に納めるもの」","調","古代","","",""
"rekishi-asuka","q-22","次の説明にあてはまる語句を答えなさい。
「律令制の税のうち、都での労役の代わりに布を納めるもの」","庸","古代","","",""
"rekishi-asuka","q-23","次の説明にあてはまる語句を答えなさい。
「律令制のもとで、九州北部の防備にあたらされた兵士」","防人","古代","","",""
"rekishi-asuka","q-24","次の説明にあてはまる語句を答えなさい。
「地方の国を治めるために、中央から派遣された役人」","国司","古代","","",""
"rekishi-nara","q-01","次の説明にあてはまる語句を答えなさい。
「奈良につくられた、唐の長安にならった都」","平城京","古代","","",""
"rekishi-nara","q-02","「平城京」は西暦何年のことか。数字で答えなさい。","710","古代","710年","",""
"rekishi-nara","q-03","次の説明にあてはまる語句を答えなさい。
「新しく開墾した土地の永久私有を認めた法。公地公民の原則がくずれるきっかけになった」","墾田永年私財法","古代","","",""
"rekishi-nara","q-04","「墾田永年私財法」は西暦何年のことか。数字で答えなさい。","743","古代","743年","",""
"rekishi-nara","q-05","次の説明にあてはまる語句を答えなさい。
「仏教の力で国を守ろうとしてつくられた、奈良の大仏」","東大寺の大仏","古代","大仏|奈良の大仏|盧舎那仏","",""
"rekishi-nara","q-06","「東大寺の大仏」は西暦何年のことか。数字で答えなさい。","752","古代","752年","",""
"rekishi-nara","q-07","次の説明にあてはまる人物はだれか。
「仏教の力で国を守ろうと、国分寺と東大寺の大仏をつくらせた」","聖武天皇","古代","","",""
"rekishi-nara","q-08","次の説明にあてはまる語句を答えなさい。
「奈良時代にまとめられた、日本最古の歴史書」","古事記","古代","","",""
"rekishi-nara","q-09","「古事記」は西暦何年のことか。数字で答えなさい。","712","古代","712年","",""
"rekishi-nara","q-10","次の説明にあてはまる語句を答えなさい。
「奈良時代にまとめられた、国家の正式な歴史書」","日本書紀","古代","","",""
"rekishi-nara","q-11","「日本書紀」は西暦何年のことか。数字で答えなさい。","720","古代","720年","",""
"rekishi-nara","q-12","次の説明にあてはまる語句を答えなさい。
「奈良時代にまとめられた、天皇から農民まで幅広い人々の歌をおさめた歌集」","万葉集","古代","","",""
"rekishi-nara","q-13","次の説明にあてはまる語句を答えなさい。
「奈良時代、聖武天皇のころに栄えた、遣唐使が伝えた唐の影響が強い国際的な仏教文化」","天平文化","古代","","",""
"rekishi-nara","q-14","次の説明にあてはまる語句を答えなさい。
「東大寺にある倉。遣唐使が持ち帰った西アジアやインドの品もおさめられている」","正倉院","古代","","",""
"rekishi-nara","q-15","次の説明にあてはまる語句を答えなさい。
「何度も渡航に失敗し、失明しながら来日した唐の僧が奈良に建てた寺」","唐招提寺","古代","","",""
"rekishi-nara","q-16","次の説明にあてはまる人物はだれか。
「何度も遭難しながら来日し、正しい仏教の戒律を伝えて唐招提寺を建てた」","鑑真","古代","","",""
"rekishi-heian","q-01","次の説明にあてはまる語句を答えなさい。
「京都につくられ、以後約400年にわたって都となった」","平安京","古代","","",""
"rekishi-heian","q-02","「平安京」は西暦何年のことか。数字で答えなさい。","794","古代","794年","",""
"rekishi-heian","q-03","次の説明にあてはまる語句を答えなさい。
「唐のおとろえと航海の危険を理由に取りやめられた」","遣唐使の停止","古代","遣唐使の廃止|遣唐使廃止|遣唐使停止|遣唐使の中止","",""
"rekishi-heian","q-04","「遣唐使の停止」は西暦何年のことか。数字で答えなさい。","894","古代","894年","",""
"rekishi-heian","q-05","次の説明にあてはまる人物はだれか。
「894年、遣唐使の停止を提案した」","菅原道真","古代","","",""
"rekishi-heian","q-06","次の説明にあてはまる語句を答えなさい。
「藤原氏が娘を天皇のきさきにし、摂政・関白として実権をにぎった政治」","摂関政治","古代","","",""
"rekishi-heian","q-07","次の説明にあてはまる人物はだれか。
「4人の娘を天皇のきさきにし、摂関政治の全盛期を築いた」","藤原道長","古代","","",""
"rekishi-heian","q-08","次の説明にあてはまる語句を答えなさい。
「藤原氏が宇治に建てた阿弥陀堂。浄土信仰を代表する建物」","平等院鳳凰堂","古代","","",""
"rekishi-heian","q-09","「平等院鳳凰堂」は西暦何年のことか。数字で答えなさい。","1053","古代","1053年","",""
"rekishi-heian","q-10","次の説明にあてはまる人物はだれか。
「宇治に平等院鳳凰堂を建てた」","藤原頼通","古代","","",""
"rekishi-heian","q-11","次の説明にあてはまる語句を答えなさい。
「遣唐使の停止後、かな文字が生まれるなど日本の風土や生活に合った形で栄えた文化」","国風文化","古代","","",""
"rekishi-heian","q-12","次の説明にあてはまる語句を答えなさい。
「光源氏を主人公とする、国風文化を代表する長編物語」","源氏物語","古代","","",""
"rekishi-heian","q-13","次の説明にあてはまる人物はだれか。
「かな文字を用いて長編物語『源氏物語』を書いた」","紫式部","古代","","",""
"rekishi-heian","q-14","次の説明にあてはまる語句を答えなさい。
「「春はあけぼの」で始まる、宮中の生活をつづった随筆」","枕草子","古代","","",""
"rekishi-heian","q-15","次の説明にあてはまる人物はだれか。
「宮中の生活を随筆『枕草子』につづった」","清少納言","古代","","",""
"rekishi-heian","q-16","次の説明にあてはまる語句を答えなさい。
「天皇の命令でまとめられた、最初の勅撰和歌集」","古今和歌集","古代","","",""
"rekishi-heian","q-17","次の説明にあてはまる人物はだれか。
「『古今和歌集』をまとめ、かな文字で『土佐日記』を書いた」","紀貫之","古代","","",""
"rekishi-heian","q-18","次の説明にあてはまる語句を答えなさい。
「阿弥陀如来にすがって死後に極楽浄土へ生まれ変わることを願う信仰。平等院鳳凰堂はその代表」","浄土信仰","古代","","",""
"rekishi-heian","q-19","次の説明にあてはまる語句を答えなさい。
「唐から伝えられ、比叡山延暦寺を中心に広まった仏教の宗派」","天台宗","古代","","",""
"rekishi-heian","q-20","次の説明にあてはまる人物はだれか。
「唐にわたって天台宗を学び、比叡山に延暦寺を建てた」","最澄","古代","","",""
"rekishi-heian","q-21","次の説明にあてはまる語句を答えなさい。
「唐から伝えられ、高野山金剛峯寺を中心に広まった仏教の宗派」","真言宗","古代","","",""
"rekishi-heian","q-22","次の説明にあてはまる人物はだれか。
「唐にわたって真言宗を学び、高野山に金剛峯寺を建てた」","空海","古代","","",""
"rekishi-heian","q-23","次の説明にあてはまる語句を答えなさい。
「貴族や寺社が支配した私有地。公地公民の原則がくずれて広がった」","荘園","古代","","",""
"rekishi-heian","q-24","次の説明にあてはまる語句を答えなさい。
「天皇の位をゆずったあとも上皇として政治を動かす仕組み」","院政","古代","","",""
"rekishi-heian","q-25","「院政」は西暦何年のことか。数字で答えなさい。","1086","古代","1086年","",""
"rekishi-heian","q-26","次の説明にあてはまる人物はだれか。
「天皇の位をゆずったあとも上皇として政治を行う院政を始めた」","白河上皇","古代","","",""
"rekishi-heian","q-27","次の説明にあてはまる語句を答えなさい。
「10世紀に関東で起こった反乱。武士の力が認められるきっかけとなった」","平将門の乱","古代","","",""
"rekishi-heian","q-28","次の説明にあてはまる語句を答えなさい。
「天皇と上皇の対立に武士が動員された戦い。武士の力が中央に示された」","保元の乱","古代","","",""
"rekishi-heian","q-29","「保元の乱」は西暦何年のことか。数字で答えなさい。","1156","古代","1156年","",""
"rekishi-kamakura","q-01","次の説明にあてはまる語句を答えなさい。
「1167年に武士として初めて太政大臣となり、日宋貿易を進めた人物」","平清盛","中世","","",""
"rekishi-kamakura","q-02","次の説明にあてはまる人物はだれか。
「武士として初めて太政大臣となり、兵庫の港を整えて日宋貿易を行った」","平清盛","中世","","",""
"rekishi-kamakura","q-03","次の説明にあてはまる語句を答えなさい。
「現在の山口県で平氏がほろんだ戦い」","壇ノ浦の戦い","中世","","",""
"rekishi-kamakura","q-04","「壇ノ浦の戦い」は西暦何年のことか。数字で答えなさい。","1185","中世","1185年","",""
"rekishi-kamakura","q-05","次の説明にあてはまる語句を答えなさい。
「1192年に征夷大将軍に任じられ、鎌倉に幕府を開いた人物」","源頼朝","中世","","",""
"rekishi-kamakura","q-06","次の説明にあてはまる人物はだれか。
「守護・地頭を置き、鎌倉に幕府を開いた」","源頼朝","中世","","",""
"rekishi-kamakura","q-07","次の説明にあてはまる語句を答えなさい。
「後鳥羽上皇が幕府をたおそうとして起こしたが敗れた戦い」","承久の乱","中世","","",""
"rekishi-kamakura","q-08","「承久の乱」は西暦何年のことか。数字で答えなさい。","1221","中世","1221年","",""
"rekishi-kamakura","q-09","次の説明にあてはまる語句を答えなさい。
「鎌倉幕府が定めた、武士の慣習をもとにした初めての武家法」","御成敗式目","中世","","",""
"rekishi-kamakura","q-10","「御成敗式目」は西暦何年のことか。数字で答えなさい。","1232","中世","1232年","",""
"rekishi-kamakura","q-11","次の説明にあてはまる人物はだれか。
「執権として御成敗式目を定めた」","北条泰時","中世","","",""
"rekishi-kamakura","q-12","次の説明にあてはまる語句を答えなさい。
「元と高麗の軍が北九州にせめてきた最初の元寇」","文永の役","中世","","",""
"rekishi-kamakura","q-13","「文永の役」は西暦何年のことか。数字で答えなさい。","1274","中世","1274年","",""
"rekishi-kamakura","q-14","次の説明にあてはまる語句を答えなさい。
「元が再び北九州にせめてきた二度目の元寇」","弘安の役","中世","","",""
"rekishi-kamakura","q-15","「弘安の役」は西暦何年のことか。数字で答えなさい。","1281","中世","1281年","",""
"rekishi-kamakura","q-16","次の説明にあてはまる人物はだれか。
「執権として二度の元寇を退けた」","北条時宗","中世","","",""
"rekishi-kamakura","q-17","次の説明にあてはまる語句を答えなさい。
「源頼朝が国ごとに置いた、軍事・警察の仕事をする役職」","守護","中世","","",""
"rekishi-kamakura","q-18","次の説明にあてはまる語句を答えなさい。
「源頼朝が荘園や公領ごとに置いた、年貢の取り立てなどをする役職」","地頭","中世","","",""
"rekishi-kamakura","q-19","次の説明にあてはまる語句を答えなさい。
「鎌倉幕府で将軍を補佐した職。北条氏が代々受けついだ」","執権","中世","","",""
"rekishi-kamakura","q-20","次の説明にあてはまる語句を答えなさい。
「将軍が御家人に領地を保障し、御家人は戦いで将軍に忠誠をつくすという主従関係」","御恩と奉公","中世","","",""
"rekishi-kamakura","q-21","次の説明にあてはまる語句を答えなさい。
「将軍と主従関係を結んだ武士」","御家人","中世","","",""
"rekishi-kamakura","q-22","次の説明にあてはまる語句を答えなさい。
「鎌倉時代に後鳥羽上皇の命令でまとめられた歌集」","新古今和歌集","中世","","",""
"rekishi-kamakura","q-23","次の説明にあてはまる語句を答えなさい。
「平氏の栄華と滅亡をえがいた軍記物。琵琶法師によって語り広められた」","平家物語","中世","","",""
"rekishi-kamakura","q-24","次の説明にあてはまる語句を答えなさい。
「「ゆく河の流れは絶えずして」で始まる、鴨長明の随筆」","方丈記","中世","","",""
"rekishi-kamakura","q-25","次の説明にあてはまる語句を答えなさい。
「「つれづれなるままに」で始まる、兼好法師の随筆」","徒然草","中世","","",""
"rekishi-kamakura","q-26","次の説明にあてはまる語句を答えなさい。
「運慶・快慶らがつくった、東大寺南大門に立つ力強い彫刻」","金剛力士像","中世","","",""
"rekishi-kamakura","q-27","次の説明にあてはまる語句を答えなさい。
「「南無阿弥陀仏」と念仏を唱えれば救われると説いた宗派」","浄土宗","中世","","",""
"rekishi-kamakura","q-28","次の説明にあてはまる人物はだれか。
「念仏を唱えれば救われると説き、浄土宗を開いた」","法然","中世","","",""
"rekishi-kamakura","q-29","次の説明にあてはまる語句を答えなさい。
「自分の罪を自覚した悪人こそ救われると説いた宗派」","浄土真宗","中世","","",""
"rekishi-kamakura","q-30","次の説明にあてはまる人物はだれか。
「法然の弟子で、浄土真宗を開いた」","親鸞","中世","","",""
"rekishi-kamakura","q-31","次の説明にあてはまる語句を答えなさい。
「「南無妙法蓮華経」と題目を唱えることを説いた宗派」","日蓮宗","中世","","",""
"rekishi-kamakura","q-32","次の説明にあてはまる人物はだれか。
「「南無妙法蓮華経」の題目を唱えれば救われると説いた、鎌倉時代の僧」","日蓮","中世","","",""
"rekishi-kamakura","q-33","次の説明にあてはまる語句を答えなさい。
「座禅によってさとりを開こうとする仏教。武士の気風に合い広まった」","禅宗","中世","","",""
"rekishi-kamakura","q-34","次の説明にあてはまる語句を答えなさい。
「同じ田畑で1年に2種類の作物を作ること。鎌倉時代に西日本で広まった」","二毛作","中世","","",""
"rekishi-kamakura","q-35","次の説明にあてはまる語句を答えなさい。
「寺社の門前や交通の要地で、月に数回開かれた市」","定期市","中世","","",""
"rekishi-muromachi","q-01","次の説明にあてはまる語句を答えなさい。
「鎌倉幕府をたおした天皇が行った政治。武士の不満で2年余りで失敗した」","建武の新政","中世","","",""
"rekishi-muromachi","q-02","「建武の新政」は西暦何年のことか。数字で答えなさい。","1334","中世","1334年","",""
"rekishi-muromachi","q-03","次の説明にあてはまる人物はだれか。
「鎌倉幕府をたおし、建武の新政を行った」","後醍醐天皇","中世","","",""
"rekishi-muromachi","q-04","次の説明にあてはまる語句を答えなさい。
「足利氏が京都に開いた幕府」","室町幕府","中世","","",""
"rekishi-muromachi","q-05","「室町幕府」は西暦何年のことか。数字で答えなさい。","1338","中世","1338年","",""
"rekishi-muromachi","q-06","次の説明にあてはまる人物はだれか。
「征夷大将軍となり、京都に室町幕府を開いた」","足利尊氏","中世","","",""
"rekishi-muromachi","q-07","次の説明にあてはまる語句を答えなさい。
「明との間で行われた貿易。倭寇と区別するために合い札を用いた」","勘合貿易","中世","","",""
"rekishi-muromachi","q-08","「勘合貿易」は西暦何年のことか。数字で答えなさい。","1404","中世","1404年","",""
"rekishi-muromachi","q-09","次の説明にあてはまる人物はだれか。
「南北朝を統一し、明と勘合貿易を始めた。金閣を建てた」","足利義満","中世","","",""
"rekishi-muromachi","q-10","次の説明にあてはまる語句を答えなさい。
「足利義満が京都の北山に建てた、公家と武家の文化が混じった建物」","金閣","中世","","",""
"rekishi-muromachi","q-11","次の説明にあてはまる語句を答えなさい。
「京都の東山に建てられた建物。簡素で落ち着いた造りが特徴」","銀閣","中世","","",""
"rekishi-muromachi","q-12","次の説明にあてはまる人物はだれか。
「東山に銀閣を建てた。その後継ぎ争いが応仁の乱の原因となった」","足利義政","中世","","",""
"rekishi-muromachi","q-13","次の説明にあてはまる語句を答えなさい。
「11年続いた戦乱。京都が荒れ、戦国時代が始まるきっかけとなった」","応仁の乱","中世","","",""
"rekishi-muromachi","q-14","「応仁の乱」は西暦何年のことか。数字で答えなさい。","1467","中世","1467年","",""
"rekishi-muromachi","q-15","次の説明にあてはまる語句を答えなさい。
「種子島に流れ着いたポルトガル人によって伝えられた」","鉄砲の伝来","中世","","",""
"rekishi-muromachi","q-16","「鉄砲の伝来」は西暦何年のことか。数字で答えなさい。","1543","中世","1543年","",""
"rekishi-muromachi","q-17","次の説明にあてはまる語句を答えなさい。
「鹿児島に上陸した宣教師によって伝えられた」","キリスト教の伝来","中世","","",""
"rekishi-muromachi","q-18","「キリスト教の伝来」は西暦何年のことか。数字で答えなさい。","1549","中世","1549年","",""
"rekishi-muromachi","q-19","次の説明にあてはまる人物はだれか。
「1549年に鹿児島に来て、日本にキリスト教を伝えた」","フランシスコ・ザビエル","中世","","",""
"rekishi-muromachi","q-20","次の説明にあてはまる語句を答えなさい。
「室町時代に父子によって大成された、面をつけて演じる舞台芸能」","能","中世","","",""
"rekishi-muromachi","q-21","次の説明にあてはまる人物はだれか。
「父の観阿弥とともに能を大成した」","世阿弥","中世","","",""
"rekishi-muromachi","q-22","次の説明にあてはまる語句を答えなさい。
「墨の濃淡だけで自然をえがく絵画。室町時代に日本独自の様式が完成した」","水墨画","中世","","",""
"rekishi-muromachi","q-23","次の説明にあてはまる人物はだれか。
「明にわたって学び、日本の水墨画を大成した」","雪舟","中世","","",""
"rekishi-muromachi","q-24","次の説明にあてはまる語句を答えなさい。
「床の間や畳、障子を用いた住宅の様式。銀閣の東求堂に代表され、今の和室のもとになった」","書院造","中世","","",""
"rekishi-muromachi","q-25","次の説明にあてはまる語句を答えなさい。
「室町時代、農民が寄合を開いて村のきまりを定めた自治組織」","惣","中世","惣村","",""
"rekishi-muromachi","q-26","次の説明にあてはまる語句を答えなさい。
「商人や職人が同業者でつくり、貴族や寺社に税を納めて営業を独占した組合」","座","中世","","",""
"rekishi-muromachi","q-27","次の説明にあてはまる語句を答えなさい。
「室町時代、農民が借金の帳消し(徳政)を求めて起こした一揆」","土一揆","中世","徳政一揆","",""
"rekishi-muromachi","q-28","次の説明にあてはまる語句を答えなさい。
「地位の低い者が実力で上の者をたおす風潮。戦国時代の特徴」","下剋上","中世","","",""
"rekishi-muromachi","q-29","次の説明にあてはまる語句を答えなさい。
「戦国大名が領国を治めるために独自に定めたきまり」","分国法","中世","","",""
"rekishi-muromachi","q-30","次の説明にあてはまる語句を答えなさい。
「馬を使って物資を運んだ運送業者。土一揆の中心になることもあった」","馬借","中世","","",""
"rekishi-muromachi","q-31","次の説明にあてはまる語句を答えなさい。
「朝鮮半島や中国の沿岸をおそった海賊。勘合貿易ではこれと区別するため合い札を用いた」","倭寇","中世","","",""
"rekishi-muromachi","q-32","次の説明にあてはまる語句を答えなさい。
「14世紀のイタリアから始まった、古代ギリシャ・ローマの文化を見直す動き」","ルネサンス","中世","","",""
"rekishi-muromachi","q-33","次の説明にあてはまる語句を答えなさい。
「16世紀、免罪符を売る教会を批判して始まったキリスト教の改革」","宗教改革","中世","","",""
"rekishi-muromachi","q-34","次の説明にあてはまる人物はだれか。
「免罪符を売る教会を批判し、宗教改革を始めた」","ルター","中世","","",""
"rekishi-muromachi","q-35","次の説明にあてはまる語句を答えなさい。
「1492年、スペインの援助を受けて大西洋を横断し、アメリカ大陸付近に到達した人物」","コロンブス","中世","","",""
"rekishi-muromachi","q-36","次の説明にあてはまる人物はだれか。
「1492年に大西洋を横断し、アメリカ大陸付近の島に到達した」","コロンブス","中世","","",""
"rekishi-muromachi","q-37","次の説明にあてはまる語句を答えなさい。
「その船隊が初めて世界一周を成しとげた人物」","マゼラン","中世","","",""
"rekishi-azuchi","q-01","次の説明にあてはまる語句を答えなさい。
「織田信長が今川義元を破った戦い」","桶狭間の戦い","近世","","",""
"rekishi-azuchi","q-02","「桶狭間の戦い」は西暦何年のことか。数字で答えなさい。","1560","近世","1560年","",""
"rekishi-azuchi","q-03","次の説明にあてはまる語句を答えなさい。
「織田・徳川の連合軍が鉄砲を大量に使って武田軍を破った戦い」","長篠の戦い","近世","","",""
"rekishi-azuchi","q-04","「長篠の戦い」は西暦何年のことか。数字で答えなさい。","1575","近世","1575年","",""
"rekishi-azuchi","q-05","次の説明にあてはまる人物はだれか。
「楽市・楽座や関所の廃止を行い、長篠の戦いで鉄砲を活用した」","織田信長","近世","","",""
"rekishi-azuchi","q-06","次の説明にあてはまる語句を答えなさい。
「明智光秀にそむかれて織田信長が自害した事件」","本能寺の変","近世","","",""
"rekishi-azuchi","q-07","「本能寺の変」は西暦何年のことか。数字で答えなさい。","1582","近世","1582年","",""
"rekishi-azuchi","q-08","次の説明にあてはまる語句を答えなさい。
「全国の田畑の面積と収穫高を調べ、年貢を確実に取るために行われた土地の調査」","太閤検地","近世","","",""
"rekishi-azuchi","q-09","次の説明にあてはまる人物はだれか。
「太閤検地と刀狩を行い、兵農分離を進めて全国を統一した」","豊臣秀吉","近世","","",""
"rekishi-azuchi","q-10","次の説明にあてはまる語句を答えなさい。
「百姓から武器を取り上げ、一揆を防ぐために行われた政策」","刀狩","近世","","",""
"rekishi-azuchi","q-11","「刀狩」は西暦何年のことか。数字で答えなさい。","1588","近世","1588年","",""
"rekishi-azuchi","q-12","次の説明にあてはまる語句を答えなさい。
「織田信長が城下町で行った、市の税を免除し座の特権を廃止した政策」","楽市・楽座","近世","","",""
"rekishi-azuchi","q-13","次の説明にあてはまる語句を答えなさい。
「検地と刀狩によって、武士と農民の身分がはっきり分けられたこと」","兵農分離","近世","","",""
"rekishi-azuchi","q-14","次の説明にあてはまる語句を答えなさい。
「安土桃山時代の、大名や大商人の富を反映した豪華で雄大な文化」","桃山文化","近世","","",""
"rekishi-azuchi","q-15","次の説明にあてはまる語句を答えなさい。
「簡素さの中に美を見いだす茶の湯。安土桃山時代に大成された」","わび茶","近世","","",""
"rekishi-azuchi","q-16","次の説明にあてはまる人物はだれか。
「質素なわび茶を大成し、茶の湯を芸術の域に高めた」","千利休","近世","","",""
"rekishi-edo-zenki","q-01","次の説明にあてはまる語句を答えなさい。
「徳川家康が石田三成らを破り、天下の実権をにぎった戦い」","関ヶ原の戦い","近世","","",""
"rekishi-edo-zenki","q-02","「関ヶ原の戦い」は西暦何年のことか。数字で答えなさい。","1600","近世","1600年","",""
"rekishi-edo-zenki","q-03","次の説明にあてはまる語句を答えなさい。
「徳川氏が江戸に開いた幕府。約260年続いた」","江戸幕府","近世","","",""
"rekishi-edo-zenki","q-04","「江戸幕府」は西暦何年のことか。数字で答えなさい。","1603","近世","1603年","",""
"rekishi-edo-zenki","q-05","次の説明にあてはまる人物はだれか。
「関ヶ原の戦いに勝ち、江戸に幕府を開いた」","徳川家康","近世","","",""
"rekishi-edo-zenki","q-06","次の説明にあてはまる語句を答えなさい。
「大名を統制するために幕府が定めたきまり」","武家諸法度","近世","","",""
"rekishi-edo-zenki","q-07","「武家諸法度」は西暦何年のことか。数字で答えなさい。","1615","近世","1615年","",""
"rekishi-edo-zenki","q-08","次の説明にあてはまる語句を答えなさい。
「制度化された、大名が1年おきに江戸と領地を行き来するきまり」","参勤交代","近世","","",""
"rekishi-edo-zenki","q-09","「参勤交代」は西暦何年のことか。数字で答えなさい。","1635","近世","1635年","",""
"rekishi-edo-zenki","q-10","次の説明にあてはまる人物はだれか。
「参勤交代を制度化し、鎖国を完成させた」","徳川家光","近世","","",""
"rekishi-edo-zenki","q-11","次の説明にあてはまる語句を答えなさい。
「関ヶ原の戦いのころから徳川氏に従った大名。江戸から遠い地に配置された」","外様大名","近世","","",""
